observ,barrio,calle,altura,institut,institu3,distanz,edpub,estserv,banco,totrob,mes,monat
779,Once,Larrea,a500,0,1,1,0,0,0,0,7,Juli (1 - 17)
774,Once,Larrea,a0-100,0,0,2,0,0,1,0,7,Juli (1 - 17)
775,Once,Larrea,a100,0,1,1,0,0,0,0,7,Juli (1 - 17)
777,Once,Larrea,a300,0,0,2,0,0,0,0,7,Juli (1 - 17)
776,Once,Larrea,a200,0,1,1,0,0,0,0,7,Juli (1 - 17)
535,V. Crespo,Julian Alvarez,a500,0,0,2,0,0,0,0,7,Juli (1 - 17)
541,V. Crespo,Lavalleja,a500,0,0,3,0,0,0,0,7,Juli (1 - 17)
540,V. Crespo,Lavalleja,a400,0,0,3,0,0,0,0,7,Juli (1 - 17)
679,V. Crespo,Vera,a300,0,0,3,0,0,0,0.25,7,Juli (1 - 17)
698,V. Crespo,Aguirre,a0-100,0,0,4,0,0,0,0,7,Juli (1 - 17)
534,V. Crespo,Julian Alvarez,a400,0,0,3,0,0,0,0,7,Juli (1 - 17)
687,V. Crespo,Velasco,a0-100,0,0,4,0,0,0,0,7,Juli (1 - 17)
701,V. Crespo,Aguirre,a300,0,0,2,0,0,0,0,7,Juli (1 - 17)
688,V. Crespo,Velasco,a100,0,0,4,0,0,0,0,7,Juli (1 - 17)
689,V. Crespo,Velasco,a200,0,0,3,0,0,0,0,7,Juli (1 - 17)
546,V. Crespo,Frias,a400,0,0,4,0,0,0,0,7,Juli (1 - 17)
699,V. Crespo,Aguirre,a100,0,0,3,0,0,0,0,7,Juli (1 - 17)
700,V. Crespo,Aguirre,a200,0,0,2,0,0,0,0,7,Juli (1 - 17)
748,Once,Boulogne Sur Mer,a800,0,1,1,0,0,0,0,7,Juli (1 - 17)
863,Once,Viamonte,a2900,0,1,1,0,0,0,0.25,7,Juli (1 - 17)
749,Once,Boulogne Sur Mer,a900,1,1,0,0,0,0,0,7,Juli (1 - 17)
865,Once,San Luis,a2500,0,1,1,0,0,0,0,7,Juli (1 - 17)
732,Once,Jean Jaures,a900,0,0,2,0,0,0,0,7,Juli (1 - 17)
875,Once,Cordoba,a2650-2700,0,1,1,0,0,0,0,7,Juli (1 - 17)
773,Once,Paso,a750-800,1,1,0,0,0,0,0,7,Juli (1 - 17)
758,Once,Pueyrredon,a800,0,0,2,1,0,0,0,7,Juli (1 - 17)
741,Once,Ecuador,a900,1,1,0,0,1,0,0,7,Juli (1 - 17)
860,Once,Viamonte,a2600,0,0,2,0,0,0,0,7,Juli (1 - 17)
771,Once,Paso,a600,0,0,2,0,0,1,0,7,Juli (1 - 17)
867,Once,San Luis,a2700,0,1,1,0,0,0,0,7,Juli (1 - 17)
876,Once,Cordoba,a2700,0,1,1,0,0,0,0,7,Juli (1 - 17)
862,Once,Viamonte,a2800,0,0,2,0,0,0,0,7,Juli (1 - 17)
873,Once,Cordoba,a2550-2600,0,1,1,0,0,1,0,7,Juli (1 - 17)
869,Once,San Luis,a2900,0,1,1,0,0,0,0,7,Juli (1 - 17)
861,Once,Viamonte,a2700,0,0,2,0,0,0,0,7,Juli (1 - 17)
868,Once,San Luis,a2800,0,1,1,0,0,0,0,7,Juli (1 - 17)
739,Once,Ecuador,a700,0,1,1,0,0,0,0,7,Juli (1 - 17)
747,Once,Boulogne Sur Mer,a700,0,1,1,0,0,0,0,7,Juli (1 - 17)
859,Once,Viamonte,a2500,0,0,2,0,0,0,0,7,Juli (1 - 17)
866,Once,San Luis,a2600,0,1,1,0,0,0,0,7,Juli (1 - 17)
872,Once,Cordoba,a2500-2550,0,1,1,0,0,0,0,7,Juli (1 - 17)
740,Once,Ecuador,a800,0,1,1,0,0,0,0,7,Juli (1 - 17)
772,Once,Paso,a700-750,0,1,1,0,0,0,0,7,Juli (1 - 17)
759,Once,Pueyrredon,a900,0,0,2,0,0,0,0,7,Juli (1 - 17)
757,Once,Pueyrredon,a700,0,1,1,0,0,0,0,7,Juli (1 - 17)
731,Once,Jean Jaures,a800,0,1,1,0,1,0,0.25,7,Juli (1 - 17)
874,Once,Cordoba,a2600-2650,0,1,1,0,0,0,0,7,Juli (1 - 17)
756,Once,Pueyrredon,a600,1,1,0,0,0,1,0,7,Juli (1 - 17)
728,Once,Jean Jaures,a500,0,0,2,0,0,0,0,7,Juli (1 - 17)
845,Once,Lavalle,a2500,0,1,1,0,0,0,0,7,Juli (1 - 17)
769,Once,Paso,a400,1,1,0,0,0,0,0,7,Juli (1 - 17)
847,Once,Lavalle,a2700,0,1,1,0,0,0,0,7,Juli (1 - 17)
729,Once,Jean Jaures,a600,0,1,1,0,0,0,0,7,Juli (1 - 17)
846,Once,Lavalle,a2600,0,1,1,1,0,0,0,7,Juli (1 - 17)
848,Once,Lavalle,a2800,0,1,1,0,0,0,0,7,Juli (1 - 17)
745,Once,Boulogne Sur Mer,a500,0,1,1,0,0,0,1,7,Juli (1 - 17)
746,Once,Boulogne Sur Mer,a600,1,1,0,0,0,0,0,7,Juli (1 - 17)
737,Once,Ecuador,a500,1,1,0,0,0,0,0,7,Juli (1 - 17)
770,Once,Paso,a500,0,1,1,0,0,0,0,7,Juli (1 - 17)
849,Once,Lavalle,a2900,0,1,1,0,0,0,0,7,Juli (1 - 17)
755,Once,Pueyrredon,a500,0,1,1,1,0,1,0,7,Juli (1 - 17)
738,Once,Ecuador,a600,1,1,0,0,0,0,0,7,Juli (1 - 17)
730,Once,Jean Jaures,a700,1,1,0,0,0,0,0.25,7,Juli (1 - 17)
852,Once,Tucuman,a2500,0,0,2,0,0,0,0,7,Juli (1 - 17)
856,Once,Tucuman,a2900,0,1,1,0,0,0,0,7,Juli (1 - 17)
855,Once,Tucuman,a2800,0,1,1,0,0,0,0,7,Juli (1 - 17)
854,Once,Tucuman,a2700,0,1,1,0,0,0,0,7,Juli (1 - 17)
853,Once,Tucuman,a2600,0,1,1,0,0,0,0,7,Juli (1 - 17)
548,V. Crespo,Angel Gallardo,a50-100,0,0,4,0,0,0,0,7,Juli (1 - 17)
545,V. Crespo,Frias,a300,0,0,3,0,0,0,0,7,Juli (1 - 17)
538,V. Crespo,Lavalleja,a200,0,1,1,0,0,0,0,7,Juli (1 - 17)
549,V. Crespo,Angel Gallardo,a100,0,0,3,0,0,0,0,7,Juli (1 - 17)
677,V. Crespo,Vera,a100,0,0,2,0,0,0,0,7,Juli (1 - 17)
664,V. Crespo,Corrientes,a4700,0,0,4,0,0,0,0,7,Juli (1 - 17)
539,V. Crespo,Lavalleja,a300,0,0,2,0,0,0,0,7,Juli (1 - 17)
544,V. Crespo,Frias,a200,0,0,2,0,0,0,0,7,Juli (1 - 17)
547,V. Crespo,Angel Gallardo,a0-50,0,0,5,0,0,1,0,7,Juli (1 - 17)
709,V. Crespo,Luis Maria Drago,a0-100,0,0,2,0,0,0,1,7,Juli (1 - 17)
550,V. Crespo,Angel Gallardo,a200,0,0,3,0,0,0,0,7,Juli (1 - 17)
533,V. Crespo,Julian Alvarez,a300,0,0,2,0,0,0,0,7,Juli (1 - 17)
666,V. Crespo,Corrientes,a4900,0,0,3,0,0,0,0,7,Juli (1 - 17)
710,V. Crespo,Luis Maria Drago,a100,0,1,1,0,0,0,0,7,Juli (1 - 17)
667,V. Crespo,Corrientes,a5000,0,0,3,0,0,1,0,7,Juli (1 - 17)
665,V. Crespo,Corrientes,a4800,0,0,3,0,0,0,0,7,Juli (1 - 17)
676,V. Crespo,Vera,a0-100,0,0,3,0,0,0,0,7,Juli (1 - 17)
678,V. Crespo,Vera,a200,0,0,2,0,0,0,0,7,Juli (1 - 17)
690,V. Crespo,Velasco,a300,0,0,3,0,0,0,0,7,Juli (1 - 17)
804,Once,Rivadavia,a2800,0,0,4,0,0,1,0,7,Juli (1 - 17)
805,Once,Rivadavia,a2900,0,0,5,0,0,0,0,7,Juli (1 - 17)
834,Once,Valentin Gomez,a3000,0,1,1,0,0,1,0,7,Juli (1 - 17)
726,Once,Jean Jaures,a300,0,0,2,0,0,0,0,7,Juli (1 - 17)
827,Once,Sarmiento,a2800,0,0,2,0,0,0,0,7,Juli (1 - 17)
833,Once,Valentin Gomez,a2900,1,1,0,0,0,0,0,7,Juli (1 - 17)
724,Once,Jean Jaures,a0-100,0,0,3,0,0,0,0,7,Juli (1 - 17)
742,Once,Boulogne Sur Mer,a200,0,1,1,0,0,0,0,7,Juli (1 - 17)
734,Once,Ecuador,a200,0,1,1,0,0,0,0,7,Juli (1 - 17)
821,Once,Tte. Gral. Peron,a3000,0,1,1,0,0,0,0,7,Juli (1 - 17)
819,Once,Tte. Gral. Peron,a2800,0,1,1,0,0,0,0,7,Juli (1 - 17)
744,Once,Boulogne Sur Mer,a400,0,1,1,0,0,0,0,7,Juli (1 - 17)
813,Once,Bartolome Mitre,a3000,0,0,3,0,0,0,0,7,Juli (1 - 17)
725,Once,Jean Jaures,a200,0,0,2,0,0,0,0,7,Juli (1 - 17)
727,Once,Jean Jaures,a400,0,0,2,1,1,0,0,7,Juli (1 - 17)
820,Once,Tte. Gral. Peron,a2900,1,1,0,1,0,0,0,7,Juli (1 - 17)
743,Once,Boulogne Sur Mer,a300,0,1,1,0,0,0,0,7,Juli (1 - 17)
812,Once,Bartolome Mitre,a2800/2900,0,0,3,0,0,0,0,7,Juli (1 - 17)
828,Once,Sarmiento,a2900,0,0,2,0,0,0,0,7,Juli (1 - 17)
806,Once,Rivadavia,a3000,0,0,4,0,1,0,0,7,Juli (1 - 17)
736,Once,Ecuador,a400,0,1,1,0,0,0,0,7,Juli (1 - 17)
733,Once,Ecuador,a0-100,0,0,4,0,0,0,0,7,Juli (1 - 17)
829,Once,Sarmiento,a3000,0,0,2,0,0,0,0,7,Juli (1 - 17)
832,Once,Valentin Gomez,a2800,0,1,1,0,0,1,0,7,Juli (1 - 17)
735,Once,Ecuador,a300,0,1,1,0,0,1,0,7,Juli (1 - 17)
841,Once,Corrientes,a2900,0,1,1,0,0,0,0,7,Juli (1 - 17)
840,Once,Corrientes,a2800,0,0,2,0,0,0,0,7,Juli (1 - 17)
842,Once,Corrientes,a3000,0,1,1,0,0,0,0,7,Juli (1 - 17)
762,Once,Castelli,a200,0,0,3,0,0,0,0,7,Juli (1 - 17)
764,Once,Castelli,a400,0,0,2,0,0,0,0,7,Juli (1 - 17)
765,Once,Paso,a0-100,0,0,3,0,0,0,0,7,Juli (1 - 17)
830,Once,Valentin Gomez,a2600,0,0,2,0,0,0,0,7,Juli (1 - 17)
810,Once,Bartolome Mitre,a2600,0,0,3,0,0,0,0,7,Juli (1 - 17)
802,Once,Rivadavia,a2600,0,0,4,0,0,1,0,7,Juli (1 - 17)
818,Once,Tte. Gral. Peron,a2700,0,0,2,0,0,0,0,7,Juli (1 - 17)
824,Once,Sarmiento,a2500,0,0,2,0,0,1,0,7,Juli (1 - 17)
826,Once,Sarmiento,a2700,0,0,3,0,0,0,0,7,Juli (1 - 17)
766,Once,Paso,a100,0,0,2,0,0,0,0,7,Juli (1 - 17)
816,Once,Tte. Gral. Peron,a2500,0,1,1,0,0,0,0,7,Juli (1 - 17)
831,Once,Valentin Gomez,a2700,0,0,2,0,0,0,0,7,Juli (1 - 17)
761,Once,Castelli,a100,0,0,3,0,0,0,0,7,Juli (1 - 17)
763,Once,Castelli,a300,0,0,3,0,0,0,0,7,Juli (1 - 17)
767,Once,Paso,a200,0,0,2,0,0,0,0,7,Juli (1 - 17)
760,Once,Castelli,a0-100,0,0,4,0,0,0,0,7,Juli (1 - 17)
809,Once,Bartolome Mitre,a2500,0,0,2,0,0,0,0,7,Juli (1 - 17)
825,Once,Sarmiento,a2600,0,0,3,0,0,1,0,7,Juli (1 - 17)
817,Once,Tte. Gral. Peron,a2600,0,0,2,0,0,0,0,7,Juli (1 - 17)
811,Once,Bartolome Mitre,a2700,0,0,3,0,0,0,0,7,Juli (1 - 17)
801,Once,Rivadavia,a2500,0,0,3,0,0,1,0,7,Juli (1 - 17)
768,Once,Paso,a300,0,1,1,0,0,0,0,7,Juli (1 - 17)
803,Once,Rivadavia,a2700,0,0,4,0,0,0,0,7,Juli (1 - 17)
837,Once,Corrientes,a2500,0,1,1,1,0,1,0,7,Juli (1 - 17)
839,Once,Corrientes,a2700,0,0,2,0,0,0,0,7,Juli (1 - 17)
838,Once,Corrientes,a2600,0,1,1,0,0,1,0,7,Juli (1 - 17)
754,Once,Pueyrredon,a400,0,0,2,0,0,0,0,7,Juli (1 - 17)
753,Once,Pueyrredon,a300,0,0,2,0,0,1,0,7,Juli (1 - 17)
751,Once,Pueyrredon,a100,0,0,2,0,0,0,0,7,Juli (1 - 17)
752,Once,Pueyrredon,a200,0,0,2,0,0,1,0,7,Juli (1 - 17)
750,Once,Pueyrredon,a0-100,0,0,3,0,0,0,0,7,Juli (1 - 17)
522,V. Crespo,Araoz,a300,0,0,3,0,0,0,0.25,7,Juli (1 - 17)
524,V. Crespo,Araoz,a500,0,0,3,0,0,0,0,7,Juli (1 - 17)
523,V. Crespo,Araoz,a400,0,0,4,0,0,0,0.25,7,Juli (1 - 17)
566,V. Crespo,Antezana,a400,0,0,3,0,0,0,0,7,Juli (1 - 17)
576,V. Crespo,Luis Viale,a400,0,0,5,0,0,0,0,7,Juli (1 - 17)
593,V. Crespo,Honorio Pueyrredo,a1500,0,0,5,0,0,0,0,7,Juli (1 - 17)
571,V. Crespo,Apolinario Figuer,a400,0,0,4,0,0,0,0,7,Juli (1 - 17)
580,V. Crespo,Galicia,a400,0,0,5,0,0,0,0,7,Juli (1 - 17)
590,V. Crespo,Honorio Pueyrredo,a1200,0,0,4,0,0,0,0,7,Juli (1 - 17)
558,V. Crespo,Angel Gallardo,a1000,0,0,5,0,0,0,0,7,Juli (1 - 17)
592,V. Crespo,Honorio Pueyrredo,a1400,0,0,6,0,0,0,0,7,Juli (1 - 17)
561,V. Crespo,Ferrari,a400,0,0,3,0,0,0,0,7,Juli (1 - 17)
591,V. Crespo,Honorio Pueyrredo,a1300,0,0,5,0,0,0,0,7,Juli (1 - 17)
594,V. Crespo,Honorio Pueyrredo,a1600,0,0,5,0,0,0,0,7,Juli (1 - 17)
588,V. Crespo,R. E. de San Mart,a400,0,0,4,0,0,0,0,7,Juli (1 - 17)
597,V. Crespo,Valentin Virasoro,a1100,0,0,4,0,0,0,0,7,Juli (1 - 17)
474,V. Crespo,J. B. Justo,a3200,0,0,4,0,0,0,0,7,Juli (1 - 17)
596,V. Crespo,Honorio Pueyrredo,a1800,0,0,6,0,0,1,0,7,Juli (1 - 17)
589,V. Crespo,Honorio Pueyrredo,a1100,0,0,4,0,0,0,0,7,Juli (1 - 17)
583,V. Crespo,Tres Arroyos,a400,0,0,4,0,0,0,0,7,Juli (1 - 17)
595,V. Crespo,Honorio Pueyrredo,a1700,0,0,5,0,0,0,0,7,Juli (1 - 17)
586,V. Crespo,Belaustegui,a400,0,0,4,0,0,0,0,7,Juli (1 - 17)
602,V. Crespo,Valentin Virasoro,a1600,0,0,4,0,0,0,0,7,Juli (1 - 17)
604,V. Crespo,Valentin Virasoro,a1800,0,0,4,0,0,0,0,7,Juli (1 - 17)
603,V. Crespo,Valentin Virasoro,a1700,0,0,4,0,0,0,0,7,Juli (1 - 17)
605,V. Crespo,Valentin Virasoro,a1900,0,0,4,0,0,0,0,7,Juli (1 - 17)
600,V. Crespo,Valentin Virasoro,a1400,0,0,4,0,0,0,0,7,Juli (1 - 17)
598,V. Crespo,Valentin Virasoro,a1200,0,0,3,0,0,0,0,7,Juli (1 - 17)
601,V. Crespo,Valentin Virasoro,a1500,0,0,5,0,0,0,0,7,Juli (1 - 17)
599,V. Crespo,Valentin Virasoro,a1300,0,0,3,0,1,0,0,7,Juli (1 - 17)
649,V. Crespo,Padilla,a700,0,1,1,0,0,0,0,7,Juli (1 - 17)
528,V. Crespo,Mahatma Gandhi,a400,0,0,2,0,0,0,0,7,Juli (1 - 17)
643,V. Crespo,Murillo,a1000,0,0,2,0,0,0,0,7,Juli (1 - 17)
642,V. Crespo,Murillo,a900,0,0,2,0,0,0,0,7,Juli (1 - 17)
641,V. Crespo,Murillo,a800,0,0,2,0,0,0,0,7,Juli (1 - 17)
585,V. Crespo,Belaustegui,a300,0,0,3,0,0,0,0,7,Juli (1 - 17)
468,V. Crespo,J. B. Justo,a2600,0,0,3,0,0,0,0,7,Juli (1 - 17)
619,V. Crespo,Hidalgo,a1600,0,0,3,0,0,0,0,7,Juli (1 - 17)
475,V. Crespo,Thames,a0-100,0,0,2,0,0,0,0,7,Juli (1 - 17)
486,V. Crespo,Serrano,a300,1,1,0,0,0,0,0,7,Juli (1 - 17)
527,V. Crespo,Mahatma Gandhi,a300,0,0,2,0,0,0,0,7,Juli (1 - 17)
526,V. Crespo,Mahatma Gandhi,a200,0,0,3,0,0,0,0,7,Juli (1 - 17)
662,V. Crespo,Camargo,a900,0,1,1,0,0,0,0,7,Juli (1 - 17)
478,V. Crespo,Thames,a300,0,1,1,0,0,0,0,7,Juli (1 - 17)
494,V. Crespo,Gurruchaga,a300,1,1,0,0,0,0,0,7,Juli (1 - 17)
493,V. Crespo,Gurruchaga,a200,0,1,1,0,0,0,0,7,Juli (1 - 17)
487,V. Crespo,Serrano,a400,0,1,1,0,0,0,0,7,Juli (1 - 17)
485,V. Crespo,Serrano,a200,0,1,1,0,0,0,0,7,Juli (1 - 17)
584,V. Crespo,Belaustegui,a200,0,0,2,0,0,0,0,7,Juli (1 - 17)
663,V. Crespo,Camargo,a1000,0,0,2,0,1,0,0,7,Juli (1 - 17)
633,V. Crespo,Martinez Rosas,a1000,0,0,2,0,0,0,0,7,Juli (1 - 17)
612,V. Crespo,Olaya,a1700,0,0,3,0,0,0,0,7,Juli (1 - 17)
635,V. Crespo,Munecas,a800,0,1,1,0,0,0,0,7,Juli (1 - 17)
483,V. Crespo,Serrano,a0-100,1,1,0,0,0,0,0,7,Juli (1 - 17)
650,V. Crespo,Padilla,a800,0,1,1,0,0,0,0,7,Juli (1 - 17)
470,V. Crespo,J. B. Justo,a2800,0,0,2,0,0,0,0,7,Juli (1 - 17)
484,V. Crespo,Serrano,a100,0,1,1,0,0,0,0,7,Juli (1 - 17)
530,V. Crespo,Mahatma Gandhi,a600,0,0,3,0,0,0,0,7,Juli (1 - 17)
472,V. Crespo,J. B. Justo,a3000,0,0,3,0,0,0,0,7,Juli (1 - 17)
476,V. Crespo,Thames,a100,0,0,2,0,0,0,0,7,Juli (1 - 17)
652,V. Crespo,Padilla,a1000,0,1,1,0,1,0,0,7,Juli (1 - 17)
491,V. Crespo,Gurruchaga,a0-100,0,0,2,0,0,0,0,7,Juli (1 - 17)
495,V. Crespo,Gurruchaga,a400,0,1,1,0,0,0,0,7,Juli (1 - 17)
469,V. Crespo,J. B. Justo,a2700,0,0,2,0,0,0,0,7,Juli (1 - 17)
636,V. Crespo,Munecas,a900,0,1,1,0,0,0,0,7,Juli (1 - 17)
723,V. Crespo,Warnes,a900,0,0,2,0,0,1,0,7,Juli (1 - 17)
479,V. Crespo,Thames,a400,0,0,2,0,1,0,0,7,Juli (1 - 17)
651,V. Crespo,Padilla,a900,1,1,0,0,0,0,0,7,Juli (1 - 17)
634,V. Crespo,Munecas,a700,0,0,2,0,0,0,0,7,Juli (1 - 17)
720,V. Crespo,Warnes,a600,0,0,2,0,0,0,0,7,Juli (1 - 17)
627,V. Crespo,Acoyte,a1600,0,0,2,0,0,0,0,7,Juli (1 - 17)
722,V. Crespo,Warnes,a800,0,1,1,0,0,0,0,7,Juli (1 - 17)
473,V. Crespo,J. B. Justo,a3100,0,0,3,0,0,0,0,7,Juli (1 - 17)
477,V. Crespo,Thames,a200,0,1,1,0,0,0,0,7,Juli (1 - 17)
637,V. Crespo,Munecas,a1000,0,0,2,0,1,0,0,7,Juli (1 - 17)
721,V. Crespo,Warnes,a700,0,1,1,0,0,0,0,7,Juli (1 - 17)
529,V. Crespo,Mahatma Gandhi,a500,0,0,2,0,0,0,0,7,Juli (1 - 17)
587,V. Crespo,R. E. de San Mart,a300,0,0,3,0,0,0,0,7,Juli (1 - 17)
620,V. Crespo,Hidalgo,a1700,0,0,2,0,0,0,0,7,Juli (1 - 17)
581,V. Crespo,Tres Arroyos,a100-300,0,0,2,0,0,0,0,7,Juli (1 - 17)
492,V. Crespo,Gurruchaga,a100,0,0,2,0,0,0,0,7,Juli (1 - 17)
471,V. Crespo,J. B. Justo,a2900,0,0,3,0,0,0,0,7,Juli (1 - 17)
660,V. Crespo,Camargo,a700,0,1,1,0,0,0,0,7,Juli (1 - 17)
640,V. Crespo,Murillo,a700,0,1,1,0,0,0,0,7,Juli (1 - 17)
611,V. Crespo,Olaya,a1600,0,0,3,0,0,0,0,7,Juli (1 - 17)
632,V. Crespo,Martinez Rosas,a900,0,1,1,0,0,0,0,7,Juli (1 - 17)
613,V. Crespo,Olaya,a1800,0,0,3,0,0,0,0,7,Juli (1 - 17)
582,V. Crespo,Tres Arroyos,a300,0,0,3,0,0,0,0,7,Juli (1 - 17)
661,V. Crespo,Camargo,a800,1,1,0,0,0,0,0,7,Juli (1 - 17)
499,V. Crespo,Acevedo,a0-100,0,1,1,0,0,0,1,7,Juli (1 - 17)
577,V. Crespo,Galicia,a100,0,0,2,0,0,0,0,7,Juli (1 - 17)
579,V. Crespo,Galicia,a300,0,0,4,0,0,0,0,7,Juli (1 - 17)
502,V. Crespo,Acevedo,a300,0,1,1,0,0,0,0,7,Juli (1 - 17)
578,V. Crespo,Galicia,a200,0,0,3,0,0,0,0,7,Juli (1 - 17)
501,V. Crespo,Acevedo,a200,1,1,0,0,0,0,0,7,Juli (1 - 17)
500,V. Crespo,Acevedo,a100,0,1,1,0,0,0,0,7,Juli (1 - 17)
568,V. Crespo,Apolinario Figuer,a100,0,0,2,0,0,0,0,7,Juli (1 - 17)
563,V. Crespo,Antezana,a100,1,1,0,0,0,0,0,7,Juli (1 - 17)
559,V. Crespo,Ferrari,a200,0,0,2,0,0,0,0,7,Juli (1 - 17)
531,V. Crespo,Mahatma Gandhi,a700,0,0,4,0,0,0,0,7,Juli (1 - 17)
514,V. Crespo,R. S. Ortiz,a100,0,0,2,0,0,0,0,7,Juli (1 - 17)
507,V. Crespo,Malabia,a100,0,1,1,0,0,0,0,7,Juli (1 - 17)
556,V. Crespo,Angel Gallardo,a800,0,0,4,0,0,1,0,7,Juli (1 - 17)
621,V. Crespo,Del Parque,a1200,0,0,2,0,0,0,0,7,Juli (1 - 17)
552,V. Crespo,Angel Gallardo,a400,0,0,3,0,0,0,0,7,Juli (1 - 17)
508,V. Crespo,Malabia,a200,1,1,0,0,0,0,0,7,Juli (1 - 17)
543,V. Crespo,Frias,a100,0,0,2,0,0,0,0,7,Juli (1 - 17)
618,V. Crespo,Hidalgo,a1500,0,0,2,0,0,0,0,7,Juli (1 - 17)
629,V. Crespo,Leopoldo Marechal,a1200,0,0,3,0,0,0,0,7,Juli (1 - 17)
647,V. Crespo,Padilla,a500,0,1,1,0,0,0,0,7,Juli (1 - 17)
623,V. Crespo,Acoyte,a1200,0,0,2,0,0,0,0,7,Juli (1 - 17)
506,V. Crespo,Malabia,a0-100,0,1,1,0,0,0,0,7,Juli (1 - 17)
537,V. Crespo,Lavalleja,a100,1,1,0,0,0,0,0,7,Juli (1 - 17)
515,V. Crespo,R. S. Ortiz,a200,0,0,2,0,0,1,0,7,Juli (1 - 17)
625,V. Crespo,Acoyte,a1400,0,1,1,0,0,0,0,7,Juli (1 - 17)
714,V. Crespo,Warnes,a0-100,0,0,2,0,0,0,0,7,Juli (1 - 17)
551,V. Crespo,Angel Gallardo,a300,0,0,3,0,0,0,0,7,Juli (1 - 17)
655,V. Crespo,Camargo,a200,0,1,1,0,0,0,0,7,Juli (1 - 17)
624,V. Crespo,Acoyte,a1300,0,1,1,0,0,0,0,7,Juli (1 - 17)
616,V. Crespo,Hidalgo,a1300,0,1,1,0,0,0,0,7,Juli (1 - 17)
572,V. Crespo,Luis Viale,a0-100,0,0,2,0,0,0,0,7,Juli (1 - 17)
519,V. Crespo,Araoz,a0-100,0,0,2,0,0,0,0,7,Juli (1 - 17)
631,V. Crespo,Bravard,a1100,0,0,2,0,0,0,0,7,Juli (1 - 17)
560,V. Crespo,Ferrari,a300,0,0,3,0,0,0,0,7,Juli (1 - 17)
638,V. Crespo,Murillo,a500,0,1,1,0,0,0,0,7,Juli (1 - 17)
567,V. Crespo,Apolinario Figuer,a0-100,0,0,2,0,0,0,0,7,Juli (1 - 17)
607,V. Crespo,Olaya,a1200,0,0,2,0,0,0,0,7,Juli (1 - 17)
509,V. Crespo,Malabia,a300,0,1,1,0,0,0,0,7,Juli (1 - 17)
562,V. Crespo,Antezana,a0-100,0,1,1,0,0,0,1,7,Juli (1 - 17)
542,V. Crespo,Frias,a0-100,0,0,2,0,0,0,0,7,Juli (1 - 17)
653,V. Crespo,Camargo,a0-100,0,0,2,0,0,0,0,7,Juli (1 - 17)
513,V. Crespo,R. S. Ortiz,a0-100,0,0,2,0,0,0,0,7,Juli (1 - 17)
573,V. Crespo,Luis Viale,a100,0,0,3,0,0,0,0,7,Juli (1 - 17)
575,V. Crespo,Luis Viale,a300,0,0,4,0,0,0,0,7,Juli (1 - 17)
622,V. Crespo,Acoyte,a1100,0,0,3,0,0,0,0,7,Juli (1 - 17)
564,V. Crespo,Antezana,a200,0,1,1,0,0,0,0,7,Juli (1 - 17)
646,V. Crespo,Padilla,a400,0,0,2,0,0,0,0,7,Juli (1 - 17)
555,V. Crespo,Angel Gallardo,a700,0,0,4,0,0,1,0,7,Juli (1 - 17)
716,V. Crespo,Warnes,a200,0,0,2,0,1,0,0,7,Juli (1 - 17)
719,V. Crespo,Warnes,a500,0,0,2,0,0,0,0,7,Juli (1 - 17)
520,V. Crespo,Araoz,a100,0,0,3,0,0,0,0,7,Juli (1 - 17)
615,V. Crespo,Hidalgo,a1200,0,0,2,0,0,0,0,7,Juli (1 - 17)
656,V. Crespo,Camargo,a300,0,0,2,0,0,0,1,7,Juli (1 - 17)
521,V. Crespo,Araoz,a200,0,0,3,0,0,0,0,7,Juli (1 - 17)
525,V. Crespo,Julian Alvarez,a100,0,0,2,0,0,0,0,7,Juli (1 - 17)
569,V. Crespo,Apolinario Figuer,a200,0,0,2,0,0,0,0,7,Juli (1 - 17)
570,V. Crespo,Apolinario Figuer,a300,0,0,3,0,0,0,0,7,Juli (1 - 17)
628,V. Crespo,Leopoldo Marechal,a1100,0,0,3,0,0,0,0,7,Juli (1 - 17)
657,V. Crespo,Camargo,a400,0,0,2,0,0,0,0,7,Juli (1 - 17)
609,V. Crespo,Olaya,a1400,0,0,3,0,0,0,0,7,Juli (1 - 17)
536,V. Crespo,Lavalleja,a0-100,0,1,1,0,0,0,0,7,Juli (1 - 17)
715,V. Crespo,Warnes,a100,0,0,2,0,0,0,0,7,Juli (1 - 17)
553,V. Crespo,Angel Gallardo,a500,0,0,3,1,0,0,0,7,Juli (1 - 17)
554,V. Crespo,Angel Gallardo,a600,0,0,4,0,1,0,0,7,Juli (1 - 17)
658,V. Crespo,Camargo,a500,0,1,1,0,0,1,0,7,Juli (1 - 17)
654,V. Crespo,Camargo,a100,0,1,1,0,0,0,0,7,Juli (1 - 17)
557,V. Crespo,Angel Gallardo,a900,0,0,4,0,1,0,0,7,Juli (1 - 17)
565,V. Crespo,Antezana,a300,0,0,2,0,0,0,0,7,Juli (1 - 17)
630,V. Crespo,Leopoldo Marechal,a1300,0,0,2,0,0,0,0,7,Juli (1 - 17)
574,V. Crespo,Luis Viale,a200,0,0,3,0,0,0,0,7,Juli (1 - 17)
617,V. Crespo,Hidalgo,a1400,0,1,1,0,0,0,0,7,Juli (1 - 17)
606,V. Crespo,Olaya,a1100,0,0,3,0,0,0,0,7,Juli (1 - 17)
