observ,barrio,calle,altura,institut,institu3,distanz,edpub,estserv,banco,totrob,mes,monat
870,Once,Cordoba,a2300,0,1,1,1,0,0,0,4,April
851,Once,Tucuman,a2400,0,0,2,0,0,0,0,4,April
843,Once,Lavalle,a2300,1,1,0,0,0,1,0,4,April
796,Once,Pasteur,a500,0,1,1,0,0,0,0,4,April
790,Once,Azcuenaga,a700,1,1,0,0,0,0,0,4,April
789,Once,Azcuenaga,a600,0,1,1,0,0,0,0,4,April
844,Once,Lavalle,a2400,1,1,0,0,0,0,0,4,April
858,Once,Viamonte,a2400,0,1,1,0,0,1,0,4,April
787,Once,Azcuenaga,a400,0,1,1,0,0,1,0,4,April
850,Once,Tucuman,a2300,0,1,1,0,0,0,0,4,April
864,Once,San Luis,a2400,0,1,1,0,0,0,0,4,April
871,Once,Cordoba,a2400,0,1,1,0,0,0,0,4,April
857,Once,Viamonte,a2300,1,1,0,0,0,0,0,4,April
795,Once,Pasteur,a400,0,1,1,0,0,0,0,4,April
788,Once,Azcuenaga,a500,0,1,1,0,0,1,0,4,April
797,Once,Pasteur,a600,1,1,0,0,0,0,0,4,April
798,Once,Pasteur,a700,0,1,1,0,0,0,0,4,April
836,Once,Corrientes,a2400,0,0,2,0,0,1,0,4,April
794,Once,Pasteur,a300,0,1,1,0,0,0,0,4,April
784,Once,Azcuenaga,a100,0,1,1,0,0,0,0,4,April
814,Once,Tte. Gral. Peron,a2300,0,1,1,0,0,0,0,4,April
808,Once,Bartolome Mitre,a2400,0,0,2,0,0,0,0,4,April
835,Once,Corrientes,a2300,0,0,2,0,0,1,0,4,April
815,Once,Tte. Gral. Peron,a2400,1,1,0,0,0,0,0.25,4,April
822,Once,Sarmiento,a2300,0,1,1,0,0,0,0,4,April
800,Once,Rivadavia,a2400,0,0,3,1,0,1,0,4,April
791,Once,Pasteur,a0-100,0,0,3,0,0,0,0,4,April
785,Once,Azcuenaga,a200,0,1,1,0,0,0,0,4,April
799,Once,Rivadavia,a2300,0,0,3,0,0,0,0,4,April
793,Once,Pasteur,a200,0,1,1,0,0,0,0,4,April
786,Once,Azcuenaga,a300,0,0,2,0,0,1,0,4,April
783,Once,Azcuenaga,a0-100,0,0,2,0,0,0,0,4,April
823,Once,Sarmiento,a2400,0,0,2,0,0,0,1,4,April
792,Once,Pasteur,a100,0,0,2,0,0,0,0,4,April
807,Once,Bartolome Mitre,a2300,0,0,2,0,0,0,0,4,April
781,Once,Larrea,a700-750,0,0,2,0,0,0,0,4,April
780,Once,Larrea,a600,0,0,2,0,0,0,0,4,April
782,Once,Larrea,a750-800,0,0,2,0,0,0,0,4,April
779,Once,Larrea,a500,0,1,1,0,0,0,0,4,April
778,Once,Larrea,a400,0,1,1,0,0,1,0,4,April
774,Once,Larrea,a0-100,0,0,2,0,0,1,0,4,April
776,Once,Larrea,a200,0,1,1,0,0,0,0.25,4,April
777,Once,Larrea,a300,0,0,2,0,0,0,0,4,April
775,Once,Larrea,a100,0,1,1,0,0,0,0.25,4,April
701,V. Crespo,Aguirre,a300,0,0,2,0,0,0,0,4,April
699,V. Crespo,Aguirre,a100,0,0,3,0,0,0,0,4,April
541,V. Crespo,Lavalleja,a500,0,0,3,0,0,0,1,4,April
687,V. Crespo,Velasco,a0-100,0,0,4,0,0,0,0,4,April
689,V. Crespo,Velasco,a200,0,0,3,0,0,0,0,4,April
698,V. Crespo,Aguirre,a0-100,0,0,4,0,0,0,0,4,April
688,V. Crespo,Velasco,a100,0,0,4,0,0,0,0,4,April
700,V. Crespo,Aguirre,a200,0,0,2,0,0,0,1,4,April
534,V. Crespo,Julian Alvarez,a400,0,0,3,0,0,0,0,4,April
540,V. Crespo,Lavalleja,a400,0,0,3,0,0,0,0,4,April
546,V. Crespo,Frias,a400,0,0,4,0,0,0,1,4,April
679,V. Crespo,Vera,a300,0,0,3,0,0,0,0,4,April
535,V. Crespo,Julian Alvarez,a500,0,0,2,0,0,0,0,4,April
859,Once,Viamonte,a2500,0,0,2,0,0,0,0,4,April
863,Once,Viamonte,a2900,0,1,1,0,0,0,0,4,April
874,Once,Cordoba,a2600-2650,0,1,1,0,0,0,0,4,April
771,Once,Paso,a600,0,0,2,0,0,1,0,4,April
758,Once,Pueyrredon,a800,0,0,2,1,0,0,0,4,April
739,Once,Ecuador,a700,0,1,1,0,0,0,1,4,April
759,Once,Pueyrredon,a900,0,0,2,0,0,0,0,4,April
868,Once,San Luis,a2800,0,1,1,0,0,0,1,4,April
866,Once,San Luis,a2600,0,1,1,0,0,0,0,4,April
747,Once,Boulogne Sur Mer,a700,0,1,1,0,0,0,0,4,April
773,Once,Paso,a750-800,1,1,0,0,0,0,0,4,April
741,Once,Ecuador,a900,1,1,0,0,1,0,0.25,4,April
731,Once,Jean Jaures,a800,0,1,1,0,1,0,0,4,April
748,Once,Boulogne Sur Mer,a800,0,1,1,0,0,0,0,4,April
865,Once,San Luis,a2500,0,1,1,0,0,0,0,4,April
860,Once,Viamonte,a2600,0,0,2,0,0,0,0,4,April
772,Once,Paso,a700-750,0,1,1,0,0,0,0,4,April
749,Once,Boulogne Sur Mer,a900,1,1,0,0,0,0,0,4,April
876,Once,Cordoba,a2700,0,1,1,0,0,0,0.25,4,April
732,Once,Jean Jaures,a900,0,0,2,0,0,0,0,4,April
875,Once,Cordoba,a2650-2700,0,1,1,0,0,0,0.25,4,April
861,Once,Viamonte,a2700,0,0,2,0,0,0,0,4,April
862,Once,Viamonte,a2800,0,0,2,0,0,0,0,4,April
872,Once,Cordoba,a2500-2550,0,1,1,0,0,0,0,4,April
867,Once,San Luis,a2700,0,1,1,0,0,0,0,4,April
869,Once,San Luis,a2900,0,1,1,0,0,0,0,4,April
757,Once,Pueyrredon,a700,0,1,1,0,0,0,0,4,April
740,Once,Ecuador,a800,0,1,1,0,0,0,0,4,April
873,Once,Cordoba,a2550-2600,0,1,1,0,0,1,0,4,April
770,Once,Paso,a500,0,1,1,0,0,0,0,4,April
737,Once,Ecuador,a500,1,1,0,0,0,0,0,4,April
746,Once,Boulogne Sur Mer,a600,1,1,0,0,0,0,1,4,April
848,Once,Lavalle,a2800,0,1,1,0,0,0,0,4,April
755,Once,Pueyrredon,a500,0,1,1,1,0,1,0,4,April
738,Once,Ecuador,a600,1,1,0,0,0,0,0,4,April
745,Once,Boulogne Sur Mer,a500,0,1,1,0,0,0,0,4,April
769,Once,Paso,a400,1,1,0,0,0,0,0,4,April
846,Once,Lavalle,a2600,0,1,1,1,0,0,0,4,April
845,Once,Lavalle,a2500,0,1,1,0,0,0,0,4,April
756,Once,Pueyrredon,a600,1,1,0,0,0,1,0,4,April
729,Once,Jean Jaures,a600,0,1,1,0,0,0,0,4,April
730,Once,Jean Jaures,a700,1,1,0,0,0,0,0,4,April
728,Once,Jean Jaures,a500,0,0,2,0,0,0,0,4,April
849,Once,Lavalle,a2900,0,1,1,0,0,0,0,4,April
847,Once,Lavalle,a2700,0,1,1,0,0,0,0,4,April
854,Once,Tucuman,a2700,0,1,1,0,0,0,0,4,April
855,Once,Tucuman,a2800,0,1,1,0,0,0,0,4,April
852,Once,Tucuman,a2500,0,0,2,0,0,0,0,4,April
856,Once,Tucuman,a2900,0,1,1,0,0,0,0,4,April
853,Once,Tucuman,a2600,0,1,1,0,0,0,0,4,April
538,V. Crespo,Lavalleja,a200,0,1,1,0,0,0,1,4,April
544,V. Crespo,Frias,a200,0,0,2,0,0,0,0,4,April
678,V. Crespo,Vera,a200,0,0,2,0,0,0,0,4,April
690,V. Crespo,Velasco,a300,0,0,3,0,0,0,0,4,April
545,V. Crespo,Frias,a300,0,0,3,0,0,0,0,4,April
677,V. Crespo,Vera,a100,0,0,2,0,0,0,0,4,April
539,V. Crespo,Lavalleja,a300,0,0,2,0,0,0,0,4,April
710,V. Crespo,Luis Maria Drago,a100,0,1,1,0,0,0,0,4,April
667,V. Crespo,Corrientes,a5000,0,0,3,0,0,1,0,4,April
709,V. Crespo,Luis Maria Drago,a0-100,0,0,2,0,0,0,0,4,April
549,V. Crespo,Angel Gallardo,a100,0,0,3,0,0,0,1,4,April
666,V. Crespo,Corrientes,a4900,0,0,3,0,0,0,0,4,April
547,V. Crespo,Angel Gallardo,a0-50,0,0,5,0,0,1,0,4,April
665,V. Crespo,Corrientes,a4800,0,0,3,0,0,0,0,4,April
548,V. Crespo,Angel Gallardo,a50-100,0,0,4,0,0,0,0,4,April
676,V. Crespo,Vera,a0-100,0,0,3,0,0,0,1,4,April
533,V. Crespo,Julian Alvarez,a300,0,0,2,0,0,0,0,4,April
550,V. Crespo,Angel Gallardo,a200,0,0,3,0,0,0,0,4,April
664,V. Crespo,Corrientes,a4700,0,0,4,0,0,0,0,4,April
821,Once,Tte. Gral. Peron,a3000,0,1,1,0,0,0,0,4,April
806,Once,Rivadavia,a3000,0,0,4,0,1,0,0,4,April
833,Once,Valentin Gomez,a2900,1,1,0,0,0,0,0,4,April
834,Once,Valentin Gomez,a3000,0,1,1,0,0,1,0,4,April
827,Once,Sarmiento,a2800,0,0,2,0,0,0,0,4,April
813,Once,Bartolome Mitre,a3000,0,0,3,0,0,0,0,4,April
724,Once,Jean Jaures,a0-100,0,0,3,0,0,0,0,4,April
819,Once,Tte. Gral. Peron,a2800,0,1,1,0,0,0,0,4,April
820,Once,Tte. Gral. Peron,a2900,1,1,0,1,0,0,0,4,April
736,Once,Ecuador,a400,0,1,1,0,0,0,0,4,April
744,Once,Boulogne Sur Mer,a400,0,1,1,0,0,0,0,4,April
832,Once,Valentin Gomez,a2800,0,1,1,0,0,1,0,4,April
804,Once,Rivadavia,a2800,0,0,4,0,0,1,0,4,April
742,Once,Boulogne Sur Mer,a200,0,1,1,0,0,0,0,4,April
812,Once,Bartolome Mitre,a2800/2900,0,0,3,0,0,0,0,4,April
735,Once,Ecuador,a300,0,1,1,0,0,1,0,4,April
743,Once,Boulogne Sur Mer,a300,0,1,1,0,0,0,0,4,April
829,Once,Sarmiento,a3000,0,0,2,0,0,0,0,4,April
734,Once,Ecuador,a200,0,1,1,0,0,0,0,4,April
725,Once,Jean Jaures,a200,0,0,2,0,0,0,0,4,April
828,Once,Sarmiento,a2900,0,0,2,0,0,0,0,4,April
733,Once,Ecuador,a0-100,0,0,4,0,0,0,0,4,April
727,Once,Jean Jaures,a400,0,0,2,1,1,0,0,4,April
726,Once,Jean Jaures,a300,0,0,2,0,0,0,0,4,April
805,Once,Rivadavia,a2900,0,0,5,0,0,0,0,4,April
840,Once,Corrientes,a2800,0,0,2,0,0,0,0,4,April
842,Once,Corrientes,a3000,0,1,1,0,0,0,0,4,April
841,Once,Corrientes,a2900,0,1,1,0,0,0,0,4,April
764,Once,Castelli,a400,0,0,2,0,0,0,0,4,April
811,Once,Bartolome Mitre,a2700,0,0,3,0,0,0,0,4,April
816,Once,Tte. Gral. Peron,a2500,0,1,1,0,0,0,0.25,4,April
760,Once,Castelli,a0-100,0,0,4,0,0,0,0,4,April
824,Once,Sarmiento,a2500,0,0,2,0,0,1,1,4,April
809,Once,Bartolome Mitre,a2500,0,0,2,0,0,0,0,4,April
765,Once,Paso,a0-100,0,0,3,0,0,0,0,4,April
801,Once,Rivadavia,a2500,0,0,3,0,0,1,0,4,April
831,Once,Valentin Gomez,a2700,0,0,2,0,0,0,0,4,April
826,Once,Sarmiento,a2700,0,0,3,0,0,0,0,4,April
763,Once,Castelli,a300,0,0,3,0,0,0,0,4,April
762,Once,Castelli,a200,0,0,3,0,0,0,0,4,April
810,Once,Bartolome Mitre,a2600,0,0,3,0,0,0,0,4,April
825,Once,Sarmiento,a2600,0,0,3,0,0,1,1,4,April
767,Once,Paso,a200,0,0,2,0,0,0,0,4,April
761,Once,Castelli,a100,0,0,3,0,0,0,0,4,April
818,Once,Tte. Gral. Peron,a2700,0,0,2,0,0,0,0,4,April
830,Once,Valentin Gomez,a2600,0,0,2,0,0,0,0,4,April
817,Once,Tte. Gral. Peron,a2600,0,0,2,0,0,0,0,4,April
768,Once,Paso,a300,0,1,1,0,0,0,0,4,April
803,Once,Rivadavia,a2700,0,0,4,0,0,0,0,4,April
802,Once,Rivadavia,a2600,0,0,4,0,0,1,0,4,April
766,Once,Paso,a100,0,0,2,0,0,0,0,4,April
839,Once,Corrientes,a2700,0,0,2,0,0,0,0,4,April
837,Once,Corrientes,a2500,0,1,1,1,0,1,0,4,April
838,Once,Corrientes,a2600,0,1,1,0,0,1,0,4,April
753,Once,Pueyrredon,a300,0,0,2,0,0,1,0,4,April
751,Once,Pueyrredon,a100,0,0,2,0,0,0,0,4,April
750,Once,Pueyrredon,a0-100,0,0,3,0,0,0,0,4,April
752,Once,Pueyrredon,a200,0,0,2,0,0,1,0,4,April
754,Once,Pueyrredon,a400,0,0,2,0,0,0,0,4,April
524,V. Crespo,Araoz,a500,0,0,3,0,0,0,0,4,April
522,V. Crespo,Araoz,a300,0,0,3,0,0,0,0,4,April
523,V. Crespo,Araoz,a400,0,0,4,0,0,0,0,4,April
571,V. Crespo,Apolinario Figuer,a400,0,0,4,0,0,0,0,4,April
593,V. Crespo,Honorio Pueyrredo,a1500,0,0,5,0,0,0,1,4,April
595,V. Crespo,Honorio Pueyrredo,a1700,0,0,5,0,0,0,0,4,April
592,V. Crespo,Honorio Pueyrredo,a1400,0,0,6,0,0,0,0,4,April
594,V. Crespo,Honorio Pueyrredo,a1600,0,0,5,0,0,0,0,4,April
566,V. Crespo,Antezana,a400,0,0,3,0,0,0,0,4,April
590,V. Crespo,Honorio Pueyrredo,a1200,0,0,4,0,0,0,0,4,April
596,V. Crespo,Honorio Pueyrredo,a1800,0,0,6,0,0,1,0,4,April
561,V. Crespo,Ferrari,a400,0,0,3,0,0,0,0,4,April
580,V. Crespo,Galicia,a400,0,0,5,0,0,0,0,4,April
588,V. Crespo,R. E. de San Mart,a400,0,0,4,0,0,0,0,4,April
583,V. Crespo,Tres Arroyos,a400,0,0,4,0,0,0,0,4,April
558,V. Crespo,Angel Gallardo,a1000,0,0,5,0,0,0,0,4,April
589,V. Crespo,Honorio Pueyrredo,a1100,0,0,4,0,0,0,0,4,April
597,V. Crespo,Valentin Virasoro,a1100,0,0,4,0,0,0,0.25,4,April
474,V. Crespo,J. B. Justo,a3200,0,0,4,0,0,0,0,4,April
586,V. Crespo,Belaustegui,a400,0,0,4,0,0,0,0,4,April
576,V. Crespo,Luis Viale,a400,0,0,5,0,0,0,0,4,April
591,V. Crespo,Honorio Pueyrredo,a1300,0,0,5,0,0,0,0,4,April
603,V. Crespo,Valentin Virasoro,a1700,0,0,4,0,0,0,0,4,April
604,V. Crespo,Valentin Virasoro,a1800,0,0,4,0,0,0,0,4,April
605,V. Crespo,Valentin Virasoro,a1900,0,0,4,0,0,0,0,4,April
602,V. Crespo,Valentin Virasoro,a1600,0,0,4,0,0,0,0,4,April
599,V. Crespo,Valentin Virasoro,a1300,0,0,3,0,1,0,0,4,April
598,V. Crespo,Valentin Virasoro,a1200,0,0,3,0,0,0,0.25,4,April
601,V. Crespo,Valentin Virasoro,a1500,0,0,5,0,0,0,0,4,April
600,V. Crespo,Valentin Virasoro,a1400,0,0,4,0,0,0,0,4,April
649,V. Crespo,Padilla,a700,0,1,1,0,0,0,0,4,April
643,V. Crespo,Murillo,a1000,0,0,2,0,0,0,0,4,April
650,V. Crespo,Padilla,a800,0,1,1,0,0,0,0,4,April
469,V. Crespo,J. B. Justo,a2700,0,0,2,0,0,0,0,4,April
612,V. Crespo,Olaya,a1700,0,0,3,0,0,0,0,4,April
661,V. Crespo,Camargo,a800,1,1,0,0,0,0,0,4,April
660,V. Crespo,Camargo,a700,0,1,1,0,0,0,0,4,April
475,V. Crespo,Thames,a0-100,0,0,2,0,0,0,0.25,4,April
651,V. Crespo,Padilla,a900,1,1,0,0,0,0,0,4,April
627,V. Crespo,Acoyte,a1600,0,0,2,0,0,0,0.25,4,April
479,V. Crespo,Thames,a400,0,0,2,0,1,0,0,4,April
636,V. Crespo,Munecas,a900,0,1,1,0,0,0,0,4,April
662,V. Crespo,Camargo,a900,0,1,1,0,0,0,0,4,April
641,V. Crespo,Murillo,a800,0,0,2,0,0,0,0,4,April
634,V. Crespo,Munecas,a700,0,0,2,0,0,0,0,4,April
527,V. Crespo,Mahatma Gandhi,a300,0,0,2,0,0,0,0,4,April
620,V. Crespo,Hidalgo,a1700,0,0,2,0,0,0,0,4,April
526,V. Crespo,Mahatma Gandhi,a200,0,0,3,0,0,0,0,4,April
613,V. Crespo,Olaya,a1800,0,0,3,0,0,0,0,4,April
663,V. Crespo,Camargo,a1000,0,0,2,0,1,0,0,4,April
584,V. Crespo,Belaustegui,a200,0,0,2,0,0,0,0,4,April
722,V. Crespo,Warnes,a800,0,1,1,0,0,0,0.25,4,April
587,V. Crespo,R. E. de San Mart,a300,0,0,3,0,0,0,0.25,4,April
530,V. Crespo,Mahatma Gandhi,a600,0,0,3,0,0,0,0.25,4,April
470,V. Crespo,J. B. Justo,a2800,0,0,2,0,0,0,0,4,April
582,V. Crespo,Tres Arroyos,a300,0,0,3,0,0,0,0,4,April
493,V. Crespo,Gurruchaga,a200,0,1,1,0,0,0,0,4,April
492,V. Crespo,Gurruchaga,a100,0,0,2,0,0,0,0,4,April
484,V. Crespo,Serrano,a100,0,1,1,0,0,0,0,4,April
485,V. Crespo,Serrano,a200,0,1,1,0,0,0,0,4,April
528,V. Crespo,Mahatma Gandhi,a400,0,0,2,0,0,0,0,4,April
477,V. Crespo,Thames,a200,0,1,1,0,0,0,0,4,April
487,V. Crespo,Serrano,a400,0,1,1,0,0,0,0,4,April
635,V. Crespo,Munecas,a800,0,1,1,0,0,0,0,4,April
637,V. Crespo,Munecas,a1000,0,0,2,0,1,0,0,4,April
720,V. Crespo,Warnes,a600,0,0,2,0,0,0,0,4,April
468,V. Crespo,J. B. Justo,a2600,0,0,3,0,0,0,0,4,April
472,V. Crespo,J. B. Justo,a3000,0,0,3,0,0,0,0,4,April
491,V. Crespo,Gurruchaga,a0-100,0,0,2,0,0,0,0,4,April
473,V. Crespo,J. B. Justo,a3100,0,0,3,0,0,0,0,4,April
611,V. Crespo,Olaya,a1600,0,0,3,0,0,0,0,4,April
476,V. Crespo,Thames,a100,0,0,2,0,0,0,0,4,April
483,V. Crespo,Serrano,a0-100,1,1,0,0,0,0,0,4,April
642,V. Crespo,Murillo,a900,0,0,2,0,0,0,0,4,April
619,V. Crespo,Hidalgo,a1600,0,0,3,0,0,0,0,4,April
495,V. Crespo,Gurruchaga,a400,0,1,1,0,0,0,1,4,April
723,V. Crespo,Warnes,a900,0,0,2,0,0,1,0.25,4,April
585,V. Crespo,Belaustegui,a300,0,0,3,0,0,0,0,4,April
486,V. Crespo,Serrano,a300,1,1,0,0,0,0,0,4,April
529,V. Crespo,Mahatma Gandhi,a500,0,0,2,0,0,0,1,4,April
652,V. Crespo,Padilla,a1000,0,1,1,0,1,0,0,4,April
640,V. Crespo,Murillo,a700,0,1,1,0,0,0,0,4,April
478,V. Crespo,Thames,a300,0,1,1,0,0,0,1,4,April
633,V. Crespo,Martinez Rosas,a1000,0,0,2,0,0,0,0,4,April
494,V. Crespo,Gurruchaga,a300,1,1,0,0,0,0,0,4,April
721,V. Crespo,Warnes,a700,0,1,1,0,0,0,0,4,April
632,V. Crespo,Martinez Rosas,a900,0,1,1,0,0,0,0,4,April
471,V. Crespo,J. B. Justo,a2900,0,0,3,0,0,0,0,4,April
581,V. Crespo,Tres Arroyos,a100-300,0,0,2,0,0,0,0,4,April
578,V. Crespo,Galicia,a200,0,0,3,0,0,0,0,4,April
579,V. Crespo,Galicia,a300,0,0,4,0,0,0,0,4,April
501,V. Crespo,Acevedo,a200,1,1,0,0,0,0,0,4,April
577,V. Crespo,Galicia,a100,0,0,2,0,0,0,0,4,April
502,V. Crespo,Acevedo,a300,0,1,1,0,0,0,1,4,April
499,V. Crespo,Acevedo,a0-100,0,1,1,0,0,0,1,4,April
500,V. Crespo,Acevedo,a100,0,1,1,0,0,0,0,4,April
543,V. Crespo,Frias,a100,0,0,2,0,0,0,0,4,April
626,V. Crespo,Acoyte,a1500,0,0,2,0,0,0,0.25,4,April
513,V. Crespo,R. S. Ortiz,a0-100,0,0,2,0,0,0,0,4,April
639,V. Crespo,Murillo,a600,1,1,0,0,0,0,0,4,April
655,V. Crespo,Camargo,a200,0,1,1,0,0,0,1,4,April
659,V. Crespo,Camargo,a600,0,1,1,1,0,0,0,4,April
515,V. Crespo,R. S. Ortiz,a200,0,0,2,0,0,1,0.25,4,April
514,V. Crespo,R. S. Ortiz,a100,0,0,2,0,0,0,0,4,April
609,V. Crespo,Olaya,a1400,0,0,3,0,0,0,0,4,April
656,V. Crespo,Camargo,a300,0,0,2,0,0,0,0,4,April
509,V. Crespo,Malabia,a300,0,1,1,0,0,0,1,4,April
572,V. Crespo,Luis Viale,a0-100,0,0,2,0,0,0,0.25,4,April
520,V. Crespo,Araoz,a100,0,0,3,0,0,0,0,4,April
653,V. Crespo,Camargo,a0-100,0,0,2,0,0,0,0,4,April
614,V. Crespo,Hidalgo,a1100,0,0,3,0,0,0,0,4,April
638,V. Crespo,Murillo,a500,0,1,1,0,0,0,0,4,April
646,V. Crespo,Padilla,a400,0,0,2,0,0,0,0,4,April
556,V. Crespo,Angel Gallardo,a800,0,0,4,0,0,1,0,4,April
557,V. Crespo,Angel Gallardo,a900,0,0,4,0,1,0,0,4,April
564,V. Crespo,Antezana,a200,0,1,1,0,0,0,0.25,4,April
617,V. Crespo,Hidalgo,a1400,0,1,1,0,0,0,0,4,April
618,V. Crespo,Hidalgo,a1500,0,0,2,0,0,0,0,4,April
507,V. Crespo,Malabia,a100,0,1,1,0,0,0,0,4,April
559,V. Crespo,Ferrari,a200,0,0,2,0,0,0,0,4,April
629,V. Crespo,Leopoldo Marechal,a1200,0,0,3,0,0,0,0,4,April
610,V. Crespo,Olaya,a1500,0,0,4,0,0,0,0,4,April
628,V. Crespo,Leopoldo Marechal,a1100,0,0,3,0,0,0,1,4,April
565,V. Crespo,Antezana,a300,0,0,2,0,0,0,0.25,4,April
622,V. Crespo,Acoyte,a1100,0,0,3,0,0,0,0,4,April
623,V. Crespo,Acoyte,a1200,0,0,2,0,0,0,0,4,April
554,V. Crespo,Angel Gallardo,a600,0,0,4,0,1,0,0,4,April
551,V. Crespo,Angel Gallardo,a300,0,0,3,0,0,0,0,4,April
519,V. Crespo,Araoz,a0-100,0,0,2,0,0,0,1,4,April
537,V. Crespo,Lavalleja,a100,1,1,0,0,0,0,1,4,April
553,V. Crespo,Angel Gallardo,a500,0,0,3,1,0,0,0,4,April
657,V. Crespo,Camargo,a400,0,0,2,0,0,0,0,4,April
567,V. Crespo,Apolinario Figuer,a0-100,0,0,2,0,0,0,0,4,April
525,V. Crespo,Julian Alvarez,a100,0,0,2,0,0,0,1,4,April
569,V. Crespo,Apolinario Figuer,a200,0,0,2,0,0,0,0,4,April
615,V. Crespo,Hidalgo,a1200,0,0,2,0,0,0,0,4,April
560,V. Crespo,Ferrari,a300,0,0,3,0,0,0,0,4,April
717,V. Crespo,Warnes,a300,0,0,2,0,0,0,0,4,April
575,V. Crespo,Luis Viale,a300,0,0,4,0,0,0,0,4,April
574,V. Crespo,Luis Viale,a200,0,0,3,0,0,0,0,4,April
562,V. Crespo,Antezana,a0-100,0,1,1,0,0,0,0,4,April
719,V. Crespo,Warnes,a500,0,0,2,0,0,0,0,4,April
508,V. Crespo,Malabia,a200,1,1,0,0,0,0,0,4,April
531,V. Crespo,Mahatma Gandhi,a700,0,0,4,0,0,0,0.25,4,April
607,V. Crespo,Olaya,a1200,0,0,2,0,0,0,0.25,4,April
563,V. Crespo,Antezana,a100,1,1,0,0,0,0,0,4,April
648,V. Crespo,Padilla,a600,0,1,1,0,0,0,0,4,April
542,V. Crespo,Frias,a0-100,0,0,2,0,0,0,0,4,April
645,V. Crespo,Padilla,a300,0,0,3,0,0,0,0,4,April
536,V. Crespo,Lavalleja,a0-100,0,1,1,0,0,0,0,4,April
621,V. Crespo,Del Parque,a1200,0,0,2,0,0,0,0,4,April
714,V. Crespo,Warnes,a0-100,0,0,2,0,0,0,0,4,April
644,V. Crespo,Padilla,a200,0,0,2,0,0,0,0,4,April
568,V. Crespo,Apolinario Figuer,a100,0,0,2,0,0,0,0,4,April
624,V. Crespo,Acoyte,a1300,0,1,1,0,0,0,1,4,April
616,V. Crespo,Hidalgo,a1300,0,1,1,0,0,0,0,4,April
606,V. Crespo,Olaya,a1100,0,0,3,0,0,0,0,4,April
552,V. Crespo,Angel Gallardo,a400,0,0,3,0,0,0,0,4,April
654,V. Crespo,Camargo,a100,0,1,1,0,0,0,0,4,April
718,V. Crespo,Warnes,a400,0,0,2,0,0,0,0,4,April
608,V. Crespo,Olaya,a1300,0,0,2,0,0,0,0.25,4,April
573,V. Crespo,Luis Viale,a100,0,0,3,0,0,0,0.25,4,April
532,V. Crespo,Julian Alvarez,a200,0,0,2,0,0,0,0,4,April
555,V. Crespo,Angel Gallardo,a700,0,0,4,0,0,1,0,4,April
631,V. Crespo,Bravard,a1100,0,0,2,0,0,0,0,4,April
658,V. Crespo,Camargo,a500,0,1,1,0,0,1,0,4,April
625,V. Crespo,Acoyte,a1400,0,1,1,0,0,0,0,4,April
630,V. Crespo,Leopoldo Marechal,a1300,0,0,2,0,0,0,0,4,April
715,V. Crespo,Warnes,a100,0,0,2,0,0,0,0,4,April
506,V. Crespo,Malabia,a0-100,0,1,1,0,0,0,0,4,April
647,V. Crespo,Padilla,a500,0,1,1,0,0,0,0,4,April
521,V. Crespo,Araoz,a200,0,0,3,0,0,0,0,4,April
716,V. Crespo,Warnes,a200,0,0,2,0,1,0,0,4,April
570,V. Crespo,Apolinario Figuer,a300,0,0,3,0,0,0,0,4,April
674,V. Crespo,Corrientes,a5700,0,0,3,0,0,0,0,4,April
671,V. Crespo,Corrientes,a5400,0,0,2,0,0,1,0,4,April
672,V. Crespo,Corrientes,a5500,0,0,2,0,0,1,0,4,April
673,V. Crespo,Corrientes,a5600,0,0,2,1,0,0,0,4,April
713,V. Crespo,Luis Maria Drago,a400,0,0,3,0,0,0,0.25,4,April
668,V. Crespo,Corrientes,a5100,0,0,3,0,0,1,0.25,4,April
670,V. Crespo,Corrientes,a5300,0,0,2,1,0,1,0,4,April
669,V. Crespo,Corrientes,a5200,0,0,2,0,0,1,0.25,4,April
712,V. Crespo,Luis Maria Drago,a300,0,0,2,0,0,0,0,4,April
711,V. Crespo,Luis Maria Drago,a200,0,1,1,0,0,0,0,4,April
225,Belgrano,Cramer,a700,0,0,9,0,0,0,0,4,April
157,Belgrano,Virrey Olaguer y,a2600,0,0,8,0,0,0,0,4,April
231,Belgrano,Cramer,a1400,0,0,7,0,0,0,0.25,4,April
227,Belgrano,Cramer,a900,0,0,11,0,0,0,0,4,April
267,Belgrano,Moldes,a1200,0,0,9,0,0,0,0,4,April
174,Belgrano,Virrey Loreto,a2600,0,0,9,0,0,0,0.25,4,April
268,Belgrano,Moldes,a1300,0,0,8,0,0,0,0,4,April
158,Belgrano,Virrey Olaguer y,a2700,0,0,7,0,0,0,0,4,April
230,Belgrano,Cramer,a1300,0,0,8,0,0,0,0,4,April
312,Belgrano,Ciudad de la Paz,a1300,0,0,7,0,0,0,0,4,April
311,Belgrano,Ciudad de la Paz,a1200,0,0,8,0,0,0,0.25,4,April
228,Belgrano,Cramer,a1000,0,0,11,0,0,0,0,4,April
289,Belgrano,Amenabar,a1200,0,0,9,0,0,0,0.25,4,April
233,Belgrano,Cramer,a1600-1650,0,0,5,0,1,0,0,4,April
173,Belgrano,Virrey Loreto,a2500,0,0,8,0,0,0,0.25,4,April
172,Belgrano,Virrey Loreto,a2400,0,0,7,0,0,0,0,4,April
